Time,hex1,hex2,hex3
15:05:41,40,84,cf
15:05:41,40,84,cf
15:05:41,40,84,cf
15:05:42,40,84,cf
15:05:42,40,84,cf
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:42,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d0
15:05:43,40,84,d1
15:05:44,40,84,d1
15:05:44,40,84,d1
15:05:44,40,84,d1
15:05:44,40,84,d1
15:05:44,40,84,d2
15:05:44,40,84,d3
15:05:44,40,84,d5
15:05:44,40,84,d7
15:05:44,40,84,d9
15:05:44,40,84,d9
15:05:44,40,84,dd
15:05:44,40,84,e1
15:05:44,40,84,f3
15:05:44,40,84,fc
15:05:44,40,85,c5
15:05:44,40,85,cf
15:05:44,40,85,db
15:05:44,40,85,e2
15:05:44,40,85,e2
15:05:44,40,85,e8
15:05:44,40,86,c1
15:05:44,40,86,c8
15:05:44,40,86,dd
15:05:44,40,86,e5
15:05:44,40,86,fc
15:05:44,40,87,c4
15:05:44,40,87,dc
15:05:44,40,87,dc
15:05:44,40,87,e5
15:05:44,40,88,c0
15:05:44,40,88,c9
15:05:45,40,88,e1
15:05:45,40,88,eb
15:05:45,40,89,c6
15:05:45,40,89,cf
15:05:45,40,89,cf
15:05:45,40,89,ea
15:05:45,40,89,f3
15:05:45,40,8a,cf
15:05:45,40,8a,d9
15:05:45,40,8a,f4
15:05:45,40,8a,fd
15:05:45,40,8b,d6
15:05:45,40,8b,df
15:05:45,40,8b,df
15:05:45,40,8b,f7
15:05:45,40,8b,ff
15:05:45,40,8c,d4
15:05:45,40,8c,dc
15:05:45,40,8c,f4
15:05:45,40,8c,fb
15:05:45,40,8d,d0
15:05:45,40,8d,d7
15:05:45,40,8d,d7
15:05:45,40,8d,dd
15:05:45,40,8d,f6
15:05:45,40,8d,fc
15:05:45,40,8e,c2
15:05:45,40,8e,c7
15:05:45,40,8e,dd
15:05:45,40,8e,e1
15:05:45,40,8e,e3
15:05:46,40,8e,e3
15:05:46,40,8e,e4
15:05:46,40,8e,e2
15:05:46,40,8e,e3
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e4
15:05:46,40,8e,e3
15:05:46,40,8e,e3
15:05:46,40,8e,e2
15:05:46,40,8e,e2
15:05:46,40,8e,e2
15:05:46,40,8e,e2
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:46,40,8e,e1
15:05:47,40,8e,e1
15:05:47,40,8e,e1
15:05:47,40,8e,e1
15:05:47,40,8e,e1
15:05:47,40,8e,e0
15:05:47,40,8e,e0
15:05:47,40,8e,e0
15:05:47,40,8e,e0
15:05:47,40,8e,e0
15:05:47,40,8e,e0
15:05:47,40,8e,e0
15:05:47,40,8e,e0
