Time,hex1,hex2,hex3
14:51:22,40,84,d4
14:51:22,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:23,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d3
14:51:24,40,84,d3
14:51:24,40,84,d3
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d4
14:51:24,40,84,d5
14:51:24,40,84,d5
14:51:24,40,84,d5
14:51:25,40,84,d5
14:51:25,40,84,d6
14:51:25,40,84,d6
14:51:25,40,84,d6
14:51:25,40,84,d7
14:51:25,40,84,d9
14:51:25,40,84,db
14:51:25,40,84,df
14:51:25,40,84,e3
14:51:25,40,84,e8
14:51:25,40,84,fc
14:51:25,40,85,c7
14:51:25,40,85,c7
14:51:25,40,85,d3
14:51:25,40,85,da
14:51:25,40,85,ef
14:51:25,40,85,f6
14:51:25,40,86,cc
14:51:25,40,86,d5
14:51:25,40,86,ef
14:51:25,40,86,f8
14:51:25,40,86,f8
14:51:25,40,87,d3
14:51:25,40,87,e8
14:51:25,40,87,fe
14:51:25,40,88,d4
14:51:25,40,88,ea
14:51:25,40,89,c1
14:51:25,40,89,d7
14:51:25,40,89,d7
14:51:25,40,89,ed
14:51:26,40,8a,c3
14:51:26,40,8a,da
14:51:26,40,8a,f0
14:51:26,40,8b,c4
14:51:26,40,8b,db
14:51:26,40,8b,e5
14:51:26,40,8c,c2
14:51:26,40,8c,c2
14:51:26,40,8c,d6
14:51:26,40,8c,ea
14:51:26,40,8c,f4
14:51:26,40,8d,cf
14:51:26,40,8d,d7
14:51:26,40,8d,ed
14:51:26,40,8d,f4
14:51:26,40,8d,f9
14:51:26,40,8d,f9
14:51:26,40,8d,fe
14:51:26,40,8e,d0
14:51:26,40,8e,d2
14:51:26,40,8e,d4
14:51:26,40,8e,d2
14:51:26,40,8e,d4
14:51:26,40,8e,d5
14:51:26,40,8e,d6
14:51:26,40,8e,d6
14:51:26,40,8e,d7
14:51:26,40,8e,d8
14:51:26,40,8e,d8
14:51:26,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,da
14:51:27,40,8e,da
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:27,40,8e,d9
14:51:28,40,8e,d9
