Time,hex1,hex2,hex3
15:02:58,40,84,cf
15:02:58,40,84,cf
15:02:58,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,d0
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:02:59,40,84,cf
15:03:00,40,84,cf
15:03:00,40,84,cf
15:03:00,40,84,cf
15:03:00,40,84,cf
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,cf
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:00,40,84,d0
15:03:01,40,84,d1
15:03:01,40,84,d1
15:03:01,40,84,d1
15:03:01,40,84,d2
15:03:01,40,84,d2
15:03:01,40,84,d3
15:03:01,40,84,d4
15:03:01,40,84,d4
15:03:01,40,84,d6
15:03:01,40,84,d8
15:03:01,40,84,da
15:03:01,40,84,dd
15:03:01,40,84,e1
15:03:01,40,84,e6
15:03:01,40,84,fa
15:03:01,40,85,c2
15:03:01,40,85,c2
15:03:01,40,85,cb
15:03:01,40,85,d4
15:03:01,40,85,df
15:03:01,40,85,e4
15:03:01,40,85,e9
15:03:01,40,85,ff
15:03:01,40,86,c6
15:03:01,40,86,cc
15:03:01,40,86,cc
15:03:01,40,86,e6
15:03:01,40,86,ed
15:03:01,40,86,f3
15:03:01,40,87,cd
15:03:02,40,87,d4
15:03:02,40,87,e8
15:03:02,40,87,f0
15:03:02,40,88,c7
15:03:02,40,88,c7
15:03:02,40,88,ce
15:03:02,40,88,e2
15:03:02,40,88,e9
15:03:02,40,89,c0
15:03:02,40,89,c8
15:03:02,40,89,dd
15:03:02,40,89,e5
15:03:02,40,89,e5
15:03:02,40,89,fb
15:03:02,40,8a,c3
15:03:02,40,8a,dc
15:03:02,40,8a,e4
15:03:02,40,8a,fb
15:03:02,40,8b,c3
15:03:02,40,8b,da
15:03:02,40,8b,e2
15:03:02,40,8b,e2
15:03:02,40,8b,f8
15:03:02,40,8b,ff
15:03:02,40,8c,d3
15:03:02,40,8c,da
15:03:02,40,8c,ee
15:03:02,40,8c,f5
15:03:02,40,8c,fb
15:03:02,40,8d,d3
15:03:02,40,8d,d3
15:03:03,40,8d,d9
15:03:03,40,8d,de
15:03:03,40,8d,f2
15:03:03,40,8d,f8
15:03:03,40,8d,fc
15:03:03,40,8e,c1
15:03:03,40,8e,d5
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d9
15:03:03,40,8e,da
15:03:03,40,8e,d8
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d9
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d9
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:03,40,8e,d8
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d7
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:04,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d6
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:05,40,8e,d5
15:03:06,40,8e,d5
15:03:06,40,8e,d6
15:03:06,40,8e,d6
