Time,hex1,hex2,hex3
15:01:54,40,84,cf
15:01:54,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:55,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,cf
15:01:56,40,84,d0
15:01:56,40,84,d0
15:01:56,40,84,d1
15:01:56,40,84,d2
15:01:56,40,84,d4
15:01:56,40,84,d4
15:01:56,40,84,d6
15:01:56,40,84,d8
15:01:56,40,84,db
15:01:56,40,84,df
15:01:56,40,84,e3
15:01:56,40,84,e8
15:01:56,40,84,fc
15:01:56,40,85,c5
15:01:56,40,85,c5
15:01:56,40,85,d0
15:01:56,40,85,d6
15:01:57,40,85,dc
15:01:57,40,85,f5
15:01:57,40,85,fc
15:01:57,40,86,d0
15:01:57,40,86,d8
15:01:57,40,86,ef
15:01:57,40,86,ef
15:01:57,40,86,f7
15:01:57,40,87,cd
15:01:57,40,87,d6
15:01:57,40,87,f0
15:01:57,40,87,f9
15:01:57,40,88,d5
15:01:57,40,88,de
15:01:57,40,88,de
15:01:57,40,88,fa
15:01:57,40,89,c4
15:01:57,40,89,e0
15:01:57,40,89,e9
15:01:57,40,8a,c5
15:01:57,40,8a,cf
15:01:57,40,8a,ea
15:01:57,40,8a,f4
15:01:57,40,8a,f4
15:01:57,40,8b,d0
15:01:57,40,8b,da
15:01:57,40,8b,f4
15:01:57,40,8b,fc
15:01:57,40,8c,d2
15:01:57,40,8c,d9
15:01:58,40,8c,df
15:01:58,40,8c,f7
15:01:58,40,8c,f7
15:01:58,40,8c,fc
15:01:58,40,8d,c1
15:01:58,40,8d,c6
15:01:58,40,8d,dd
15:01:58,40,8d,e5
15:01:58,40,8d,ec
15:01:58,40,8d,f4
15:01:58,40,8d,fc
15:01:58,40,8d,fc
15:01:58,40,8e,c2
15:01:58,40,8e,c8
15:01:58,40,8e,ce
15:01:58,40,8e,d2
15:01:58,40,8e,d3
15:01:58,40,8e,d4
15:01:58,40,8e,d2
15:01:58,40,8e,d3
15:01:58,40,8e,d3
15:01:58,40,8e,d3
15:01:58,40,8e,d3
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:58,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d2
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:01:59,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:00,40,8e,d1
15:02:01,40,8e,d1
15:02:01,40,8e,d1
15:02:01,40,8e,d1
