Time,distance
15:04:35,27.2
15:04:35,27.2
15:04:36,27.3
15:04:36,27.5
15:04:36,27.9
15:04:36,28.5
15:04:36,29.5
15:04:36,32.9
15:04:37,38.2
15:04:37,41.4
15:04:37,44.7
15:04:37,48
15:04:37,51.5
15:04:37,54.5
15:04:37,60.6
15:04:37,63.4
15:04:37,66.3
15:04:37,71.7
15:04:38,75.1
15:04:38,78.2
15:04:38,79.4
15:04:38,82.6
15:04:38,85.5
15:04:38,86.5
15:04:38,89
15:04:38,89.9
15:04:38,92.3
15:04:38,92.6
15:04:39,92.5
15:04:39,92.4
15:04:39,92.4
15:04:39,92.3
15:04:40,92.3
