Time,distance
15:02:59,27.1
15:03:00,27.1
15:03:00,27.1
15:03:00,27.2
15:03:00,27.2
15:03:01,27.4
15:03:01,27.6
15:03:01,28.9
15:03:01,31.4
15:03:01,33.1
15:03:01,35.1
15:03:01,36.1
15:03:01,39
15:03:01,42.2
15:03:01,43.5
15:03:02,48.8
15:03:02,51.9
15:03:02,54.6
15:03:02,57.6
15:03:02,60.5
15:03:02,63.5
15:03:02,69.9
15:03:02,73
15:03:02,78.7
15:03:02,82.7
15:03:03,86.2
15:03:03,88.8
15:03:03,89.7
15:03:03,91.7
15:03:03,92
15:03:03,92.1
15:03:03,92.2
15:03:04,91.9
15:03:04,91.8
15:03:05,91.8
