Time,distance
15:05:42,27.2
15:05:43,27.2
15:05:43,27.3
15:05:43,27.3
15:05:44,28.1
15:05:44,28.9
15:05:44,31.6
15:05:44,33.5
15:05:44,35.4
15:05:44,38.5
15:05:44,41.3
15:05:44,44.4
15:05:44,47.6
15:05:44,51.2
15:05:45,55.5
15:05:45,59.1
15:05:45,62.7
15:05:45,66.5
15:05:45,70.1
15:05:45,76.7
15:05:45,79.6
15:05:45,85.5
15:05:45,88.6
15:05:45,92.5
15:05:46,93.1
15:05:46,93.2
15:05:46,93.2
15:05:46,93
15:05:46,93
15:05:46,92.9
15:05:46,92.9
15:05:47,92.9
15:05:47,92.8
