Time,distance
14:57:17,28.1
14:57:17,28.2
14:57:17,28.1
14:57:17,28.2
14:57:17,28.2
14:57:18,28.2
14:57:18,28.2
14:57:18,28.3
14:57:18,28.4
14:57:18,28.5
14:57:18,28.6
14:57:18,28.7
14:57:19,32
14:57:19,35.2
14:57:19,38.5
14:57:19,44.9
14:57:19,48.3
14:57:19,52
14:57:19,54.7
14:57:19,55.6
14:57:19,59.4
14:57:19,62
14:57:20,66.4
14:57:20,69.6
14:57:20,72.7
14:57:20,75.6
14:57:20,78.3
14:57:20,81.1
14:57:20,84.2
14:57:20,85.3
14:57:20,87.9
14:57:20,88.5
14:57:21,88.4
