Time,distance
14:51:23,27.6
14:51:24,27.6
14:51:24,27.5
14:51:24,27.7
14:51:25,28.7
14:51:25,29.6
14:51:25,33.9
14:51:25,36.7
14:51:25,40.5
14:51:25,44
14:51:25,48.8
14:51:25,51
14:51:25,57.7
14:51:25,62.1
14:51:26,66.6
14:51:26,70.8
14:51:26,74.1
14:51:26,79
14:51:26,82
14:51:26,85.5
14:51:26,88.4
14:51:26,89.4
14:51:26,91.4
14:51:26,91.8
14:51:27,92.1
