Time,distance
14:58:23,27.2
14:58:23,27.1
14:58:24,27.6
14:58:24,28
14:58:24,28.6
14:58:24,30.9
14:58:24,32.8
14:58:24,34.7
14:58:24,37.4
14:58:24,40.4
14:58:24,43.9
14:58:24,47.4
14:58:25,57.5
14:58:25,60.4
14:58:25,65.1
14:58:25,71.9
14:58:25,75.5
14:58:25,78.8
14:58:25,81.9
14:58:25,84.6
14:58:25,88.5
14:58:25,89.9
14:58:26,89.8
14:58:26,89.7
14:58:26,89.6
14:58:26,89.5
14:58:26,89.5
