Time,distance
15:00:40,27.1
15:00:40,27.2
15:00:41,27.3
15:00:41,27.5
15:00:41,27.7
15:00:41,28
15:00:41,28.4
15:00:41,28.9
15:00:41,29.6
15:00:41,30.6
15:00:41,33.2
15:00:41,35.1
15:00:42,36.2
15:00:42,40.3
15:00:42,46.3
15:00:42,49.8
15:00:42,55.9
15:00:42,58.8
15:00:42,62.3
15:00:42,69.5
15:00:42,73
15:00:42,76.2
15:00:43,81.7
15:00:43,82.5
15:00:43,84.7
15:00:43,86
15:00:43,88.7
15:00:43,89.7
15:00:43,90.3
15:00:43,91
15:00:43,91.1
15:00:44,91.2
15:00:44,91.1
